time,SSCxs_mg_per_liter,SSCpt_mg_per_liter,Site_number
02-Mar-2000 05:00:00,709.991769083486,836.544290946307,120001A
02-Mar-2000 06:00:00,710.566519149161,836.929640992286,120001A
02-Mar-2000 07:00:00,713.367657728435,839.908162033338,120001A
02-Mar-2000 08:00:00,711.616841738175,837.737444121501,120001A
02-Mar-2000 09:00:00,704.228033187429,829.103275962542,120001A
02-Mar-2000 10:00:00,702.305397435573,826.574427982248,120001A
02-Mar-2000 11:00:00,702.063844346938,825.991225503177,120001A
02-Mar-2000 12:00:00,696.843719165211,819.707138999835,120001A
02-Mar-2000 13:00:00,692.40161761496,814.207026707072,120001A
02-Mar-2000 14:00:00,690.593243381611,811.693562935038,120001A
02-Mar-2000 15:00:00,687.792599366572,808.067805362891,120001A
02-Mar-2000 16:00:00,684.430462905046,803.786912858499,120001A
02-Mar-2000 17:00:00,682.332509126774,800.941985877773,120001A
02-Mar-2000 18:00:00,683.08919547331,801.411960896527,120001A
02-Mar-2000 19:00:00,678.497920434758,795.820711999154,120001A
02-Mar-2000 20:00:00,675.713224714288,792.22775618783,120001A
02-Mar-2000 21:00:00,674.781742433439,790.761321655354,120001A
02-Mar-2000 22:00:00,673.659016462887,789.12619442113,120001A
02-Mar-2000 23:00:00,672.228081887644,787.170872288361,120001A
03-Mar-2000 00:00:00,668.027450902626,782.042959670825,120001A
03-Mar-2000 01:00:00,663.248980428462,776.183772486796,120001A
03-Mar-2000 02:00:00,660.924649465855,773.073777975361,120001A
03-Mar-2000 03:00:00,657.828397152616,769.092572925764,120001A
03-Mar-2000 04:00:00,655.216132484661,765.656807525062,120001A
03-Mar-2000 05:00:00,650.65429833335,759.986234361614,120001A
03-Mar-2000 06:00:00,648.664478611362,757.213944917307,120001A
03-Mar-2000 07:00:00,648.644239333461,756.741432449525,120001A
03-Mar-2000 08:00:00,647.916356025591,755.550133398299,120001A
03-Mar-2000 09:00:00,640.00082239209,746.158262184826,120001A
03-Mar-2000 10:00:00,634.300724055332,739.126331607173,120001A
03-Mar-2000 11:00:00,631.19249205814,734.990036593301,120001A
03-Mar-2000 12:00:00,630.647679084927,733.812210278599,120001A
03-Mar-2000 13:00:00,623.253985033145,724.886089500501,120001A
03-Mar-2000 14:00:00,617.477360260559,717.668152940218,120001A
03-Mar-2000 15:00:00,618.597142117414,718.281133033258,120001A
03-Mar-2000 16:00:00,616.960671250884,715.927509234417,120001A
03-Mar-2000 17:00:00,614.136026886135,712.268597620666,120001A
03-Mar-2000 18:00:00,611.319082662594,708.617794898517,120001A
03-Mar-2000 19:00:00,610.244582387231,706.957266531883,120001A
03-Mar-2000 20:00:00,606.074632069373,701.818903289497,120001A
03-Mar-2000 21:00:00,604.353448735822,699.4181078919,120001A
03-Mar-2000 22:00:00,600.871473617269,695.044231781578,120001A
03-Mar-2000 23:00:00,596.426247787662,689.541004234986,120001A
04-Mar-2000 00:00:00,595.380109464032,687.868500705964,120001A
04-Mar-2000 01:00:00,592.773923208966,684.487443695313,120001A
04-Mar-2000 02:00:00,589.819397837359,680.711738121967,120001A
04-Mar-2000 03:00:00,587.092150274748,677.184761381884,120001A
04-Mar-2000 04:00:00,586.980573916294,676.63442739862,120001A
04-Mar-2000 05:00:00,586.253316736104,675.472160562827,120001A
04-Mar-2000 06:00:00,584.414386811857,673.09387313885,120001A
04-Mar-2000 07:00:00,583.019026132636,671.219593137295,120001A
04-Mar-2000 08:00:00,580.311168879525,667.873715484306,120001A
